CNN,STREET,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
23298000,EUCALYPTUS DR,100,SPRINGFIELD DR,Intersection,7/25/08,Treatment,No,
22943000,PORTOLA DR,100,14TH AVE \ SAN ANSELMO AVE \ SANTA ANA AVE,Intersection,7/21/08,Treatment,No,
33004000,PORTOLA DR,100,15TH AVE,Intersection,7/21/08,Treatment,No,
20533000,TOPEKA AVE,100,APOLLO ST,Intersection,7/11/08,Treatment,No,
20615000,TOPEKA AVE,100,BRIDGEVIEW DR,Intersection,7/11/08,Treatment,No,
20624000,TOPEKA AVE,100,MADDUX AVE,Intersection,7/11/08,Treatment,No,
20733000,TOPEKA AVE,100,QUINT ST,Intersection,7/11/08,Treatment,No,
21479000,CONCORD ST,100,CROSS ST,Intersection,7/11/08,Treatment,No,
27960000,LA PLAYA,100,JUDAH ST,Intersection,7/2/08,Treatment,No,
27962000,LA PLAYA,100,IRVING ST,Intersection,7/2/08,Treatment,No,
20617000,PHELPS ST,100,BANCROFT AVE,Intersection,6/30/08,Treatment,No,
20618000,PHELPS ST,100,CARROLL AVE,Intersection,6/30/08,Treatment,No,
20619000,PHELPS ST,100,VESTA ST \ WILLIAMS AVE,Intersection,6/30/08,Treatment,No,
20621000,PHELPS ST,100,DONNER AVE,Intersection,6/30/08,Treatment,No,
20522000,THORNTON AVE,100,CERES ST,Intersection,6/26/08,Treatment,No,
20526000,THORNTON AVE,100,REDDY ST,Intersection,6/26/08,Treatment,No,
20527000,THORNTON AVE,100,POMONA ST,Intersection,6/26/08,Treatment,No,
20529000,THORNTON AVE,100,FLORA ST,Intersection,6/26/08,Treatment,No,
22827000,PORTOLA DR,100,MARNE AVE,Intersection,6/23/08,Treatment,No,
22830000,PORTOLA DR,100,GRANVILLE WAY \ SAN PABLO AVE,Intersection,6/23/08,Treatment,No,
22835000,PORTOLA DR,100,DORCHESTER WAY,Intersection,6/23/08,Treatment,No,
22836000,PORTOLA DR,100,SANTA PAULA AVE,Intersection,6/23/08,Treatment,No,
22933000,PORTOLA DR,100,SAN LEANDRO WAY,Intersection,6/23/08,Treatment,No,
24444000,PAGE ST,100,FRANKLIN ST,Intersection,6/23/08,Treatment,No,
24456000,PAGE ST,100,GOUGH ST,Intersection,6/23/08,Treatment,No,
25646000,JERSEY ST,100,VICKSBURG ST,Intersection,6/23/08,Treatment,No,
25648000,JERSEY ST,100,SANCHEZ ST,Intersection,6/23/08,Treatment,No,
25901000,PAGE ST,100,WEBSTER ST,Intersection,6/23/08,Treatment,No,
25903000,PAGE ST,100,BUCHANAN ST,Intersection,6/23/08,Treatment,No,
25908000,PAGE ST,100,LAGUNA ST,Intersection,6/23/08,Treatment,No,
24097000,VALENCIA ST,100,25TH ST,Intersection,6/16/08,Treatment,No,
24101000,VALENCIA ST,100,24TH ST,Intersection,6/16/08,Treatment,No,
25902000,PAGE ST,100,FILLMORE ST,Intersection,6/16/08,Treatment,No,
25995000,PAGE ST,100,STEINER ST,Intersection,6/16/08,Treatment,No,
26003000,PAGE ST,100,PIERCE ST,Intersection,6/16/08,Treatment,No,
26028000,PAGE ST,100,SCOTT ST,Intersection,6/16/08,Treatment,No,
26410000,COLE ST,100,FREDERICK ST,Intersection,6/16/08,Treatment,No,
26411000,COLE ST,100,BEULAH ST,Intersection,6/16/08,Treatment,No,
10714000,POWHATTAN AVE,100,GATES ST,FOLSOM ST,6/5/08,Treatment,No,
10753000,PRENTISS ST,100,CHAPMAN ST,POWHATTAN AVE,6/5/08,Treatment,No,
21154000,FOLSOM ST,100,CHAPMAN ST,Intersection,6/5/08,Treatment,No,
21155000,POWHATTAN AVE,100,GATES ST,Intersection,6/5/08,Treatment,No,
22920000,PORTOLA DR,100,SAN LORENZO WAY,Intersection,6/5/08,Treatment,No,
24118000,VALENCIA ST,100,HILL ST,Intersection,6/5/08,Treatment,No,
24119000,VALENCIA ST,100,21ST ST,Intersection,6/5/08,Treatment,No,
24152000,VALENCIA ST,100,LIBERTY ST,Intersection,6/5/08,Treatment,No,
24153000,VALENCIA ST,100,20TH ST,Intersection,6/5/08,Treatment,No,
24157000,VALENCIA ST,100,CUNNINGHAM PL,Intersection,6/5/08,Treatment,No,
24378000,VALENCIA ST,100,14TH ST,Intersection,6/5/08,Treatment,No,
24382000,VALENCIA ST,100,BROSNAN ST,Intersection,6/5/08,Treatment,No,
24402000,VALENCIA ST,100,CLINTON PARK,Intersection,6/5/08,Treatment,No,
24403000,VALENCIA ST,100,DUBOCE AVE,Intersection,6/5/08,Treatment,No,
24106000,VALENCIA ST,100,23RD ST,Intersection,6/4/08,Treatment,No,
24115000,VALENCIA ST,100,22ND ST,Intersection,6/4/08,Treatment,No,
22013000,NOE ST,100,DUNCAN ST,Intersection,6/2/08,Treatment,No,
22014000,NOE ST,100,27TH ST,Intersection,6/2/08,Treatment,No,
26281000,COLE ST,100,PARNASSUS AVE,Intersection,5/31/08,Treatment,No,
25693000,ALBION ST,100,CAMP ST,Intersection,5/27/08,Treatment,No,
25826000,15TH ST,100,BEAVER ST,Intersection,5/23/08,Treatment,No,
32924000,15TH ST,100,BUENA VISTA TER,Intersection,5/23/08,Treatment,No,
23682000,CONNECTICUT ST,100,MARIPOSA ST,Intersection,5/21/08,Treatment,No,
22120000,PAULDING ST,100,RALEIGH ST,Intersection,5/5/08,Treatment,No,
22122000,PAULDING ST,100,ARAGO ST,Intersection,5/5/08,Treatment,No,
21880000,LAIDLEY ST,100,MATEO ST,Intersection,5/1/08,Treatment,No,
21931000,LAIDLEY ST,100,ROANOKE ST,Intersection,5/1/08,Treatment,No,
33727000,LAIDLEY ST,100,30TH ST,Intersection,5/1/08,Treatment,No,
27937000,LAWTON ST,100,47TH AVE,Intersection,4/30/08,Treatment,No,
24364000,MISSION ST,100,LAFAYETTE ST,Intersection,4/28/08,Treatment,No,
24393000,OTIS ST,100,BRADY ST,Intersection,4/28/08,Treatment,No,
33027000,MISSION ST,100,13TH ST \ DUBOCE AVE \ OTIS ST \ HWY 101 NORTHBOUND,Intersection,4/28/08,Treatment,No,
21637000,AVALON AVE,100,MOSCOW ST,Intersection,4/25/08,Treatment,No,
21935000,CHENERY ST,100,CARRIE ST \ UNNAMED 026,Intersection,4/25/08,Treatment,No,
26695000,VAN NESS AVE,100,CHESTNUT ST,Intersection,4/25/08,Treatment,No,
26705000,VAN NESS AVE,100,BAY ST,Intersection,4/25/08,Treatment,No,
26706000,VAN NESS AVE,100,FRANCISCO ST,Intersection,4/25/08,Treatment,No,
26708000,VAN NESS AVE,100,NORTH POINT ST,Intersection,4/25/08,Treatment,No,
54180000,VAN NESS AVE,100,END,Intersection,4/25/08,Treatment,No,
21683000,AVALON AVE,100,MADRID ST,Intersection,4/11/08,Treatment,No,
10715000,POWHATTAN AVE,100,FOLSOM ST,BANKS ST,4/8/08,Treatment,No,
10716000,POWHATTAN AVE,100,BANKS ST,PRENTISS ST,4/8/08,Treatment,No,
21079000,CORTLAND AVE,100,FOLSOM ST,Intersection,4/8/08,Treatment,No,
21082000,POWHATTAN AVE,100,BANKS ST,Intersection,4/8/08,Treatment,No,
21146000,POWHATTAN AVE,100,PRENTISS ST,Intersection,4/8/08,Treatment,No,
21147000,CHAPMAN ST,100,PRENTISS ST,Intersection,4/8/08,Treatment,No,
21149000,CHAPMAN ST,100,BANKS ST,Intersection,4/8/08,Treatment,No,
21153000,POWHATTAN AVE,100,FOLSOM ST,Intersection,4/8/08,Treatment,No,
21246000,CORTLAND AVE,100,BOCANA ST,Intersection,4/8/08,Treatment,No,
24171000,MISSION ST,100,15TH ST,Intersection,4/8/08,Treatment,No,
24372000,MISSION ST,100,14TH ST,Intersection,4/8/08,Treatment,No,
24383000,MISSION ST,100,ERIE ST,Intersection,4/8/08,Treatment,No,
21036000,CORTLAND AVE,100,PERALTA AVE,Intersection,4/7/08,Treatment,No,
21037000,CORTLAND AVE,100,BRADFORD ST,Intersection,4/7/08,Treatment,No,
21061000,CORTLAND AVE,100,PUTNAM ST,Intersection,4/7/08,Treatment,No,
21063000,CORTLAND AVE,100,NEVADA ST,Intersection,4/7/08,Treatment,No,
21065000,CORTLAND AVE,100,BRONTE ST,Intersection,4/7/08,Treatment,No,
21066000,CORTLAND AVE,100,NEBRASKA ST,Intersection,4/7/08,Treatment,No,
21068000,CORTLAND AVE,100,PRENTISS ST,Intersection,4/7/08,Treatment,No,
21069000,CORTLAND AVE,100,BANKS ST,Intersection,4/7/08,Treatment,No,
21081000,CORTLAND AVE,100,GATES ST,Intersection,4/7/08,Treatment,No,
21084000,CORTLAND AVE,100,ELLSWORTH ST,Intersection,4/7/08,Treatment,No,
21208000,CORTLAND AVE,100,ANDERSON ST,Intersection,4/7/08,Treatment,No,
21212000,CORTLAND AVE,100,MOULTRIE ST,Intersection,4/7/08,Treatment,No,
21213000,CORTLAND AVE,100,ANDOVER ST,Intersection,4/7/08,Treatment,No,
21221000,CORTLAND AVE,100,BENNINGTON ST,Intersection,4/7/08,Treatment,No,
21222000,CORTLAND AVE,100,WOOL ST,Intersection,4/7/08,Treatment,No,
21248000,CORTLAND AVE,100,BONVIEW ST,Intersection,4/7/08,Treatment,No,
21250000,CORTLAND AVE,100,ELSIE ST,Intersection,4/7/08,Treatment,No,
21252000,CORTLAND AVE,100,ELSIE ST,Intersection,4/7/08,Treatment,No,
21253000,CORTLAND AVE,100,WINFIELD ST,Intersection,4/7/08,Treatment,No,
21955000,LAIDLEY ST,100,30TH ST,Intersection,3/27/08,Treatment,No,
22007000,30TH ST,100,CASTRO ST,Intersection,3/27/08,Treatment,No,
51467000,30TH ST,100,END,Intersection,3/27/08,Treatment,No,
24924000,TAYLOR ST,100,TURK ST,Intersection,3/25/08,Treatment,No,
24925000,TAYLOR ST,100,EDDY ST,Intersection,3/25/08,Treatment,No,
30046000,TAYLOR ST,100,OPAL PL,Intersection,3/25/08,Treatment,No,
20593000,HARKNESS AVE,100,ALDER ST,Intersection,3/24/08,Treatment,No,
20841000,HARKNESS AVE,100,MILL ST,Intersection,3/24/08,Treatment,No,
24926000,TAYLOR ST,100,ELLIS ST,Intersection,3/18/08,Treatment,No,
27070000,02ND AVE,100,HUGO ST,Intersection,3/17/08,Treatment,No,
23254000,30TH AVE,100,WAWONA ST,Intersection,3/13/08,Treatment,No,
23255000,30TH AVE,100,ESCOLTA WAY,Intersection,3/13/08,Treatment,No,
27582000,03RD AVE,100,CORNWALL ST,Intersection,3/13/08,Treatment,No,
21872000,LAIDLEY ST,100,MIGUEL ST,Intersection,2/19/08,Treatment,No,
21873000,MIGUEL ST,100,BEMIS ST,Intersection,2/19/08,Treatment,No,
21874000,LAIDLEY ST,100,FAIRMOUNT ST,Intersection,2/19/08,Treatment,No,
21889000,LAIDLEY ST,100,HARPER ST,Intersection,2/19/08,Treatment,No,
21954000,LAIDLEY ST,100,NOE ST,Intersection,2/19/08,Treatment,No,
21846000,CHENERY ST,100,CHARLES ST,Intersection,1/14/08,Treatment,No,
21847000,CHENERY ST,100,FAIRMOUNT ST,Intersection,1/14/08,Treatment,No,
21848000,CHENERY ST,100,RANDALL ST,Intersection,1/14/08,Treatment,No,
21868000,CHENERY ST,100,MATEO ST,Intersection,1/14/08,Treatment,No,
21869000,CHENERY ST,100,MIGUEL ST \ WHITNEY ST,Intersection,1/14/08,Treatment,No,
21870000,CHENERY ST,100,ROANOKE ST,Intersection,12/19/07,Treatment,No,
21929000,CHENERY ST,100,NATICK ST,Intersection,12/19/07,Treatment,No,
21934000,CHENERY ST,100,CASTRO ST,Intersection,12/19/07,Treatment,No,
23289000,QUINTARA ST,100,28TH AVE,Intersection,12/19/07,Treatment,No,
21642000,EXCELSIOR AVE,100,NAPLES ST,Intersection,12/10/07,Treatment,No,
21647000,EXCELSIOR AVE,100,EDINBURG ST,Intersection,12/10/07,Treatment,No,
21686000,EXCELSIOR AVE,100,MADRID ST,Intersection,12/10/07,Treatment,No,
21760000,EXCELSIOR AVE,100,LONDON ST,Intersection,12/10/07,Treatment,No,
23515000,QUINTARA ST,100,46TH AVE,Intersection,12/10/07,Treatment,No,
23519000,QUINTARA ST,100,48TH AVE,Intersection,12/10/07,Treatment,No,
10300000,PASADENA ST,100,VELASCO AVE,END *** UPROW,11/8/07,Treatment,No,
21884000,MIGUEL ST,100,FAIRMOUNT ST,Intersection,11/8/07,Treatment,No,
24995000,STOCKTON ST,100,CLAY ST,Intersection,11/8/07,Treatment,No,
24996000,STOCKTON ST,100,SACRAMENTO ST \ STOCKTON TUNL,Intersection,11/8/07,Treatment,No,
50983000,PASADENA ST,100,END,Intersection,11/8/07,Treatment,No,
51973000,BISHOP ST,100,END,Intersection,11/8/07,Treatment,No,
51991000,PASADENA ST,100,END,Intersection,11/8/07,Treatment,No,
23483000,QUINTARA ST,100,43RD AVE,Intersection,11/5/07,Treatment,No,
23486000,QUINTARA ST,100,44TH AVE,Intersection,11/5/07,Treatment,No,
23487000,QUINTARA ST,100,45TH AVE,Intersection,11/5/07,Treatment,No,
23710000,RHODE ISLAND ST,100,23RD ST,Intersection,10/23/07,Treatment,No,
23711000,RHODE ISLAND ST,100,22ND ST,Intersection,10/23/07,Treatment,No,
23291000,QUINTARA ST,100,29TH AVE,Intersection,10/17/07,Treatment,No,
23292000,QUINTARA ST,100,30TH AVE,Intersection,10/17/07,Treatment,No,
23414000,QUINTARA ST,100,35TH AVE,Intersection,10/5/07,Treatment,No,
26222000,PANORAMA DR,100,GLADEVIEW WAY,Intersection,10/3/07,Treatment,No,
26235000,PANORAMA DR,100,STARVIEW WAY,Intersection,10/3/07,Treatment,No,
26237000,PANORAMA DR,100,OLYMPIA WAY,Intersection,10/3/07,Treatment,No,
26238000,PANORAMA DR,100,KNOLLVIEW WAY,Intersection,10/3/07,Treatment,No,
26239000,PANORAMA DR,100,STARVIEW WAY,Intersection,10/3/07,Treatment,No,
20538000,THORNTON AVE,100,NEPTUNE ST,Intersection,10/2/07,Treatment,No,
20541000,THORNTON AVE,100,VENUS ST,Intersection,10/2/07,Treatment,No,
20542000,THORNTON AVE,100,APOLLO ST,Intersection,10/2/07,Treatment,No,
20614000,THORNTON AVE,100,BRIDGEVIEW DR \ SCOTIA AVE,Intersection,10/2/07,Treatment,No,
20620000,THORNTON AVE,100,LEDYARD ST \ VESTA ST,Intersection,10/2/07,Treatment,No,
20626000,THORNTON AVE,100,MERCURY ST,Intersection,10/2/07,Treatment,No,
20628000,THORNTON AVE,100,MERCURY ST,Intersection,10/2/07,Treatment,No,
6384001,GRANT AVE,100,POST ST,ASHBURTON PL,10/1/07,Treatment,Yes,
6384002,GRANT AVE,100,ASHBURTON PL,CAMPTON PL,10/1/07,Treatment,Yes,
20654000,FELTON ST,100,GIRARD ST,Intersection,10/1/07,Treatment,No,
20655000,FELTON ST,100,BRUSSELS ST,Intersection,10/1/07,Treatment,No,
20895000,FELTON ST,100,GOETTINGEN ST,Intersection,10/1/07,Treatment,No,
20896000,GIRARD ST,100,SILLIMAN ST,Intersection,10/1/07,Treatment,No,
23397000,QUINTARA ST,100,31ST AVE,Intersection,10/1/07,Treatment,No,
23398000,QUINTARA ST,100,32ND AVE,Intersection,10/1/07,Treatment,No,
23401000,QUINTARA ST,100,33RD AVE,Intersection,10/1/07,Treatment,No,
24661000,GRANT AVE,100,CAMPTON PL,Intersection,10/1/07,Treatment,No,
24663000,GRANT AVE,100,TILLMAN PL,Intersection,10/1/07,Treatment,No,
24738000,GRANT AVE,100,HARLAN PL,Intersection,10/1/07,Treatment,No,
54155000,GRANT AVE,100,ASHBURTON PL,Intersection,10/1/07,Treatment,No,
21452000,PRAGUE ST,100,POPE ST \ WINDING WAY,Intersection,9/25/07,Treatment,No,
23413000,QUINTARA ST,100,34TH AVE,Intersection,9/25/07,Treatment,No,
23417000,QUINTARA ST,100,36TH AVE,Intersection,9/25/07,Treatment,No,
24649000,GRANT AVE,100,MAIDEN LN,Intersection,9/25/07,Treatment,No,
24907000,STOCKTON ST,100,CAMPTON PL,Intersection,9/25/07,Treatment,No,
25027000,STOCKTON ST,100,JACKSON ST,Intersection,9/25/07,Treatment,No,
25657000,23RD ST,100,SEVERN ST,Intersection,9/25/07,Treatment,No,
32827000,BEAUMONT AVE,100,LONE MOUNTAIN TER,Intersection,9/25/07,Treatment,No,
33361000,WINDING WAY,100,PRAGUE ST,Intersection,9/25/07,Treatment,No,
20431000,BROOKDALE AVE,100,BLYTHDALE AVE,Intersection,9/14/07,Treatment,No,
26775000,PIERCE ST,100,TOLEDO WAY,Intersection,9/12/07,Treatment,No,
26982000,PIERCE ST,100,CAPRA WAY,Intersection,9/12/07,Treatment,No,
21168000,PRECITA AVE,100,HARRISON ST,Intersection,9/4/07,Treatment,No,
21447000,POPE ST,100,BALTIMORE WAY,Intersection,9/4/07,Treatment,No,
26230000,PANORAMA DR,100,CLAIRVIEW CT,Intersection,9/4/07,Treatment,No,
26246000,PANORAMA DR,100,DELLBROOK AVE,Intersection,9/4/07,Treatment,No,
33351000,POPE ST,100,POLARIS WAY,Intersection,9/4/07,Treatment,No,
51007000,DRAKE ST,100,END,Intersection,9/4/07,Treatment,No,
51995000,RAYMOND AVE,100,END,Intersection,9/4/07,Treatment,No,
21667000,NEY ST,100,CONGDON ST,Intersection,8/29/07,Treatment,No,
24906000,STOCKTON ST,100,MAIDEN LN,Intersection,8/27/07,Treatment,No,
24908000,STOCKTON ST,100,POST ST,Intersection,8/27/07,Treatment,No,
21554000,FARRAGUT AVE,100,HURON AVE,Intersection,8/23/07,Treatment,No,
21570000,FARRAGUT AVE,100,MONETA WAY,Intersection,8/23/07,Treatment,No,
33493000,FARRAGUT AVE,100,ALEMANY BLVD,Intersection,8/23/07,Treatment,No,
50687000,RONDEL PL,100,END,Intersection,8/23/07,Treatment,No,
23419000,QUINTARA ST,100,37TH AVE,Intersection,8/22/07,Treatment,No,
23471000,QUINTARA ST,100,39TH AVE,Intersection,8/22/07,Treatment,No,
23472000,QUINTARA ST,100,40TH AVE,Intersection,8/22/07,Treatment,No,
23473000,QUINTARA ST,100,41ST AVE,Intersection,8/22/07,Treatment,No,
23482000,QUINTARA ST,100,42ND AVE,Intersection,8/22/07,Treatment,No,
25335000,STOCKTON ST,100,VALLEJO ST,Intersection,8/20/07,Treatment,No,
25351000,STOCKTON ST,100,CARD ALY,Intersection,8/20/07,Treatment,No,
22839000,ULLOA ST,100,WAITHMAN WAY,Intersection,8/17/07,Treatment,No,
385000,07TH ST,69,16TH ST,PENNSYLVANIA AVE,7/26/07,Survey,No,
3693202,CARGO WAY,50,MENDELL ST,AMADOR ST,7/26/07,Survey,No,
3693203,CARGO WAY,50,AMADOR ST,03RD ST,7/26/07,Survey,No,
7710101,JUNIPERO SERRA BLVD,48,19TH AVE,JUNIPERO SERRA  BLVD ON RAMP,7/26/07,Survey,No,
7710102,JUNIPERO SERRA BLVD,43,JUNIPERO SERRA  BLVD ON RAMP,JUNIPERO SERRA BLVD OFF RAMP,7/26/07,Survey,No,
7710103,JUNIPERO SERRA BLVD,48,JUNIPERO SERRA BLVD OFF RAMP,JUNIPERO SERRA BLVD ON RAMP,7/26/07,Survey,No,
7710202,JUNIPERO SERRA BLVD,74,FONT BLVD,JUNIPERO SERRA  BLVD OFF RAMP,7/26/07,Survey,No,
7710203,JUNIPERO SERRA BLVD,74,JUNIPERO SERRA  BLVD OFF RAMP,JUNIPERO SERRA  BLVD OFF RAMP,7/26/07,Survey,No,
7710204,JUNIPERO SERRA BLVD,74,JUNIPERO SERRA  BLVD OFF RAMP,JUNIPERO SERRA  BLVD ON RAMP,7/26/07,Survey,No,
